"OK! Magazine + Social Post
Staff",Entertainment,"$3,000 ",81,75,3-5 Days,"Global
United States",No,Yes,Yes
"Inc Magazine (Mention)
Contributor",BusinessNews,"$3,500 ",92,91,4-6 Weeks,United States,No,Yes,Yes
The Hollywood Reporter,News,"$3,500 ",93,90,1-2 Weeks,"California
United States",Yes,Yes,No
US Weekly,5 genres,"$3,500 ",90,84,1 Week,"Global
United States",Discrete,Yes,Yes
LA Times,News,"$3,750 ",93,92,1-2 Weeks,"California
United States",Yes,Yes,No
WWD,5 genres,"$4,000 ",87,87,1-2 Weeks,United States,Discrete,Yes,No
Sourcing Journal,4 genres,"$4,000 ",74,78,1-2 Weeks,United States,No,Yes,Yes
The Real Deal,3 genres,"$4,000 ",81,84,1-2 Weeks,United States,Discrete,Yes,No
"USA Today (100,000 Impressions)
Guaranteed Impressions",News,"$4,000 ",94,92,2-4 Weeks,United States,No,Yes,No
Foot Wear News,3 genres,"$4,000 ",84,80,1-2 Weeks,Global,No,Yes,Yes
"Radar Online (Homepage 4 Weeks)
StaffNew",4 genres,"$4,500 ",81,78,1 Week,United States,No,Yes,Yes
"OK! Magazine (Homepage 4 Weeks)
StaffNew",5 genres,"$4,500 ",81,75,3-5 Days,"Global
United States",No,Yes,Yes
Vogue (Ukraine),3 genres,"$4,500 ",60,71,1-2 Weeks,Ukraine,No,Yes,Yes
"USA Today (250,000 Impressions)
Guaranteed Impressions",News,"$6,000 ",94,92,2-4 Weeks,United States,No,Yes,No
She Knows,Lifestyle,"$6,500 ",87,83,1-2 Weeks,United States,Discrete,Yes,No
Stylecaster,FashionNews,"$6,500 ",77,81,1-2 Weeks,Global,Discrete,Yes,No
"Wall Street Journal
Contributor",Business,"$7,500 ",93,92,4-8 Weeks,United States,No,Yes,Yes
"Billboard Magazine
Contributor",NewsLifestyle,"$7,500 ",92,90,5-8 Weeks,United States,No,Yes,Yes
Coindesk,3 genres,"$10,000 ",91,90,1-2 Weeks,"New York
Global",Yes,Yes,No
"Variety (400,000 Impressions)
Guaranteed Impressions",4 genres,"$10,000 ",93,91,1-2 Weeks,Global,No,Yes,No
"Rolling Stone (400,000 Impressions)
Guaranteed Impressions",MusicEntertainment,"$12,500 ",92,90,1-2 Weeks,United States,Discrete,Yes,No
Billboard.com,5 genres,"$25,000 ",92,90,1-2 Weeks,Global,Discrete,Yes,No
"Tech Crunch
Includes Social Posts",3 genres,"$30,000 ",93,92,2-3 Weeks,Global,Yes,Yes,No
"Wall Street Journal (500,000 Impressions)",NewsBusiness,"$85,000 ",93,92,3-4 Weeks,United States,Yes,Yes,No
Bloomberg,News,"$100,000 ",94,92,1 Month,United States,Yes,Yes,Yes
